"PDF File Name",Postcode,Retailer,"Offer Name","Offer No.","Customer type","Fuel type",Distributor(s),"Tariff type","Offer type","Release Date","Contract term","Contract expiry details","Bill frequency","All usage Price (exc. GST)","Daily supply charge Price (exc. GST)","First usage Price (exc. GST)","Second usage Price (exc. GST)","Third Usage Price (exc. GST)","Fourth Uage Price (exc. GST)","Fifth Usage Price (exc. GST)","Balance Usage Price",Peak,Shoulder,"Off Peak","Peak - Summer","Peak - Winter","Peak - First usage Price","Peak - Second Usage Price","Peak - Third usage Price","Peak - Fourth Usage Price","Peak - Fifth Usage Price","Peak - Balance Price","Summer Monthly Demand","Winter Monthly Demand","Additional Monthly Demand","First Step","Second Step","Third Step","Fourth Step","Fifth Step","Off peak - Controlled load 1 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 1 All controlled load 1 Daily Supply Charge Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 Daily Supply Charge Price (exc. GST)",Frequency,"Conditional Discount","Discount %","Discount applicable to","Guaranteed discounts","Discount %","Discount applicability","Are these prices fixed?","Eligibility Criteria","Exit fee 1 year","Exit fee 2 year","Cheque Dishonour payment fee","Contribution Fee","Direct debit dishonour payment fee","Payment processing fee","Disconnection fee","Reconnection fee","Contribution Fee","Other fee","Late payment fee","Credit card payment processing fee","Other fee","Voluntary FiT","GreenPower option",Incentives
electricity-offer-154825-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak Only (N70) END (Solar)",SIM154825MR,Residential,Electricity,Endeavour,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,67.93,21.83,21.22,,,,20.10,,,,,,21.83,21.22,,,,20.10,,,,1000,1000,,,,,,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154828-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak Only ESS (Solar)",SIM154828MR,Residential,Electricity,"Essential Energy","Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,133.57,21.70,21.37,,,,21.05,,,,,,21.70,21.37,,,,21.05,,,,1000,1000,,,,,,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154831-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak Only AUS (Solar)",SIM154831MR,Residential,Electricity,Ausgrid,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,72.67,23.47,23.17,,,,22.92,,,,,,23.47,23.17,,,,22.92,,,,1000,1000,,,,,,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154834-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak (N70) with Controlled Load 2 (N54) END (Solar)",SIM154834MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,72.07,21.83,21.22,,,,20.10,,,,,,21.83,21.22,,,,20.10,,,,1000,1000,,,,12.70,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154837-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak with Controlled Load 1 ESS (Solar)",SIM154837MR,Residential,Electricity,"Essential Energy","Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,145.33,21.70,21.37,,,,21.05,,,,,,21.70,21.37,,,,21.05,,,,1000,1000,,,,12.07,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154840-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak with Controlled Load 1 AUS (Solar)",SIM154840MR,Residential,Electricity,Ausgrid,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,76.16,23.47,23.17,,,,22.92,,,,,,23.47,23.17,,,,22.92,,,,1000,1000,,,,11.12,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154843-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak (N70) with Controlled Load 1 (N50) END (Solar)",SIM154843MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,72.07,21.83,21.22,,,,20.10,,,,,,21.83,21.22,,,,20.10,,,,1000,1000,,,,9.95,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154846-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak with Controlled Load 2 ESS (Solar)",SIM154846MR,Residential,Electricity,"Essential Energy","Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,145.33,21.70,21.37,,,,21.05,,,,,,21.70,21.37,,,,21.05,,,,1000,1000,,,,15.26,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154849-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Simply Rabbitohs Plus 20 - Peak with Controlled Load 2 AUS (Solar)",SIM154849MR,Residential,Electricity,Ausgrid,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,86.16,23.47,23.17,,,,22.92,,,,,,23.47,23.17,,,,22.92,,,,1000,1000,,,,14.86,0.00,,,,"20% Pay On Time Discount",20%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,$100
electricity-offer-154852-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW GDC Usage and Supply SME 20 - EA050 Peak Only AUS (Solar)",SIM154852MS,"Small Business",Electricity,Ausgrid,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,160.73,25.16,,,,,24.84,,,,,,25.16,,,,,24.84,,,,2500,,,,,,,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154855-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW GDC Usage and Supply SME 20 - EA050 Peak Only with Controlled Load 1 AUS (Solar)",SIM154855MS,"Small Business",Electricity,Ausgrid,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,164.22,25.16,,,,,24.84,,,,,,25.16,,,,,24.84,,,,2500,,,,,11.12,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$182.56,,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154858-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW GDC Usage and Supply SME 20 - EA050 Peak Only with Controlled Load 2 AUS (Solar)",SIM154858MS,"Small Business",Electricity,Ausgrid,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,174.22,25.16,,,,,24.84,,,,,,25.16,,,,,24.84,,,,2500,,,,,14.86,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$182.56,,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154861-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only (Tariff N90) END (Solar)",SIM154861MS,"Small Business",Electricity,Endeavour,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,105.73,21.82,,,,,22.71,,,,,,21.82,,,,,22.71,,,,2500,,,,,,,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154864-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only (Tariff N90) with Controlled Load 1 END (Solar)",SIM154864MS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,109.87,21.82,,,,,22.71,,,,,,21.82,,,,,22.71,,,,2500,,,,,9.95,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154867-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only (Tariff N90) with Controlled Load 2 END (Solar)",SIM154867MS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,109.87,21.82,,,,,22.71,,,,,,21.82,,,,,22.71,,,,2500,,,,,12.70,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154870-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only ESS (Solar)",SIM154870MS,"Small Business",Electricity,"Essential Energy","Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,169.08,28.97,,,,,26.24,,,,,,28.97,,,,,26.24,,,,5000,,,,,,,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154873-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only with Controlled Load 1 ESS (Solar)",SIM154873MS,"Small Business",Electricity,"Essential Energy","Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,180.84,28.97,,,,,26.24,,,,,,28.97,,,,,26.24,,,,5000,,,,,12.07,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154876-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW GDC Usage and Supply SME 20 - Peak Only with Controlled Load 2 ESS (Solar)",SIM154876MS,"Small Business",Electricity,"Essential Energy","Single rate with controlled load","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,180.84,28.97,,,,,26.24,,,,,,28.97,,,,,26.24,,,,5000,,,,,15.26,0.00,,,,,,,"20% Guaranteed Discount",20%,,No,"You are not eligible for our offer unless we have market contract rates for small business customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.]",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154879-fact-sheet-pdf-2576.pdf,2576,"Simply Energy","NSW Autumn Sale PPD 23 - Peak Only (N70) END (Solar)",SIM154879MR,Residential,Electricity,Endeavour,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,67.93,21.83,21.22,,,,20.10,,,,,,21.83,21.22,,,,20.10,,,,1000,1000,,,,,,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$98.26,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154882-fact-sheet-pdf-2340.pdf,2340,"Simply Energy","NSW Autumn Sale PPD 23 - Peak Only ESS (Solar)",SIM154882MR,Residential,Electricity,"Essential Energy","Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,133.57,21.70,21.37,,,,21.05,,,,,,21.70,21.37,,,,21.05,,,,1000,1000,,,,,,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$216.21,$157.67,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
electricity-offer-154885-fact-sheet-pdf-2000.pdf,2000,"Simply Energy","NSW Autumn Sale PPD 23 - Peak Only AUS (Solar)",SIM154885MR,Residential,Electricity,Ausgrid,"Single rate","Market offer",24-May-2016,"Ongoing contract with benefit period","Ongoing contract which continues until it is ended in accordance with our Contract Terms andConditions. The benefit period is for 24 months. The contract starts from the day you accept ouroffer. The benefit period for this energy plan starts on the day we start selling you energy. We willlet you know before your benefit period expires what your options are. We may offer you anotherenergy plan or a replacement contract. If you don’t accept another offer from us before your initialenergy plan expires, your rates and charges will become the same as our then current standingoffer prices.","Every 3 months",,72.67,23.47,23.17,,,,22.92,,,,,,23.47,23.17,,,,22.92,,,,1000,1000,,,,,,,,,"23% Pay On Time Discount",23%,"Usage charges",,,,No,"You are not eligible for our offer unless we have market contract rates for residential customerswith your meter type in your distribution area. You must meet our creditworthiness and othereligibility criteria. You are eligible for this offer if you have Solar. The solar feed in tariff you willreceive is based on the distributor’s network tariff code. For solar feed in eligibility please call 13 8808.",$143.00,$49.50,,,,,$182.56,$27.50,,,,"Percentage of bill - 0.60%Credit Card Payment Processing fee of 0.6% of your total bill or $0.60 cents for every $100 forpayments by credit card. This charge is subject to change.",,,,
